Assembly Accession	Assembly BioSample Geographic location	Assembly BioSample Host	Assembly BioSample Host disease	Assembly BioSample Isolation source	Assembly Stats GC Percent	Assembly Stats Total Sequence Length	Organelle Assembly Name	Organism Name	Organism Taxonomic ID	Annotation Count Gene Protein-coding
GCF_009649035.1	USA:CA		missing	chicken breast	30.5	1814347		Campylobacter jejuni	197	1800
GCF_009665215.1	Missing	Missing	Missing	Missing	48.5	4308461		Vibrio navarrensis	29495	3671
GCF_009730395.1	USA:VA	Homo sapiens	Unknown	gastrointestinal tract	31.5	1716536		Campylobacter coli	195	1687
GCF_009730515.1	USA:VA	Unknown	Unknown	Unknown	40.5	1868857		Streptococcus mitis	28037	1692
GCF_009739555.1	China: Chongqing	Anatidae		tissues	40.5	2278563		Pasteurella multocida	747	2046
GCF_009739575.1	China: Chongqing	cattle		pneumonic lungs	40.5	2243276		Pasteurella multocida	747	2011
GCF_009763445.1	USA	Missing	Missing	Missing	45.5	5087213		Vibrio parahaemolyticus	670	4409
GCF_009834145.1	China: Hunan province	Macrotermes barneyi		gut of fungus-growing termite	72	7906239		Streptomyces sp. HF10	2692233	6648
GCF_009930895.1	China	cow	mastitis	milk	36	2290047		Streptococcus agalactiae	1311	2107
GCF_010443215.1	Canada: Alberta	Bos taurus			40.5	2269094		Pasteurella multocida	747	2035
GCF_010523235.1	Arctic Ocean			sediment	73	7086150		Streptomyces sp. 604F	1476754	5918
GCF_011045615.1	China: Zhejiang			swine feces	40.5	4596310		Providencia sp. PROV004	2936768	4097
GCF_011045635.1	China			hospital	40.5	4623927		Providencia sp. 1701091	2603245	4071
GCF_011390865.1	Viet Nam: Ho Chi Minh City	Gallus gallus domesticus			40.5	2246076		Pasteurella multocida	747	2004
GCF_011617465.1	Atlantic Ocean			sediment	64.5	3913130		Brevibacterium pigmentatum	1496080	3466
GCF_012149945.1	Viet Nam:Thai Binh	Homo sapiens			50.5	5246320		Escherichia coli	562	4872
GCF_012224585.1	China:Zhejiang			duck meat	30.5	1660741		Campylobacter jejuni	197	1639
GCF_012931585.1	China: Fujian			Epinephelus coioiaes	59	4621725		Aeromonas salmonicida	645	4055
GCF_012934475.1	USA: California	Homo sapiens		rectal swab from healthy college student	50.5	5239110		Escherichia coli	562	4845
GCF_012934555.1	USA: California	Homo sapiens		rectal swab from healthy college student	51	5167467		Escherichia coli	562	4726
GCF_012934595.1	USA: California	Homo sapiens		rectal swab from healthy college student	50.5	5025250		Escherichia coli	562	4581
GCF_012934615.1	USA: California	Homo sapiens		rectal swab from healthy college student	50.5	5260004		Escherichia coli	562	4858
GCF_012934655.2	USA: California	Homo sapiens		rectal swab from healthy college student	51	5274983		Escherichia coli	562	4915
GCF_013085905.2	USA: California	Homo sapiens		rectal swab from healthy college student	50.5	5349412		Escherichia coli	562	4948
GCF_013315695.1	USA: California	Homo sapiens		rectal swab from healthy college student	51	5428728		Escherichia coli	562	5068
GCF_013364175.1	China:Hainan			marine sediment	72	7707218		Streptomyces sp. NA02536	2742133	6669
GCF_013372305.1	USA: Dallas, Texas	Homo sapiens	Chronic Cystitis	urine	50.5	5210779		Escherichia coli	562	4829
GCF_013394065.1	USA: Arizona			soil	72	7679243		Streptomyces rectiverticillatus	173860	6410
GCF_014058465.1	United Kingdom	Bovine		lung	40.5	2277198		Pasteurella multocida	747	2034
GCF_014058485.1	United Kingdom	Bovine		lung	40.5	2277198		Pasteurella multocida	747	2034
GCF_014058585.1	United Kingdom	Bovine		lung	40.5	2277198		Pasteurella multocida	747	2034
GCF_014058605.1	United Kingdom	Bovine		lung	40.5	2277198		Pasteurella multocida	747	2034
GCF_014058625.1	United Kingdom	Bovine		lung	40.5	2277197		Pasteurella multocida	747	2034
GCF_014058645.1	United Kingdom	Bovine		lung	40.5	2277197		Pasteurella multocida	747	2034
GCF_014058665.1	United Kingdom	Bovine		lung	40.5	2277198		Pasteurella multocida	747	2034
GCF_014070435.1	unknown			mutagenisis derived	71.5	8112061		Streptomyces pristinaespiralis	38300	6801
GCF_014151825.1	China:Henan	Chicken		cloacal swab	30.5	1631093		Campylobacter jejuni	197	1532
GCF_014151925.1	China:Henan	Chicken		cloacal swab	30.5	1670507		Campylobacter jejuni	197	1592
GCF_014168775.1	Japan:Tokyo				50.5	5218294		Escherichia coli	562	4782
GCF_014169775.1	Japan:Tokyo				50.5	5125148		Escherichia coli	562	4681
GCF_014522225.1	China: Yiwu	Homo sapiens	Urinary tract infection	urine	50.5	5139627		Escherichia coli	562	4690
GCF_014701095.1	not applicable				71.5	7561001		Streptomyces tuirus	68278	6685
GCF_014858525.1	India: Thanjavur	Homo sapiens		urine pellicle	50.5	5065741		Escherichia coli	562	4637
GCF_014892695.1	China:Wenzhou			sewage	60.5	3974097		Aeromonas simiae	218936	3580
GCF_014905095.1	China: South Sea			sediment	36	2261034		Sulfurimonas marina	2590551	2241
GCF_014930875.1	India: Thanjavur	Homo sapiens		urine	50.5	5065741		Escherichia coli UTI89	364106	4637
GCF_015034585.1	Malaysia: Serdang			Thermophilic stage of composting process	67.5	3760927		Thermobifida fusca	2021	3213
GCF_015644765.1	India: Thanjavur	Homo sapiens		urine	50.5	5065741		Escherichia coli UTI89	364106	4637
GCF_016313205.1	China: Tibet, Qinghai-Tibet plateau	yak		lung	40.5	2398994		Pasteurella multocida	747	2195
GCF_016415165.1	Canada: Alberta	Cattle		Tissue sample	37.5	1970343		Histophilus somni	731	1763
GCF_016415185.1	Canada: Alberta	Cattle		tissue	37.5	2183532		Histophilus somni	731	1910
GCF_016415305.1	Canada: Alberta	Cattle		Tissue sample	37.5	2183445		Histophilus somni	731	1902
GCF_016458865.1	missing			missing	30.5	1692969		Campylobacter jejuni	197	1642
GCF_016653495.1	China: Mongolian Plateau			missing	38	2562218		Carnobacterium sp. CS13	2800128	2298
GCF_016757655.1	Belarus:Minsk			medicine "BIOFLOR"	51	5028010		Escherichia coli	562	4620
GCF_016864175.1	China:HeiFei	Duck		liver	50.5	5140910		Escherichia coli	562	4705
GCF_016889025.1	USA:WA	Homo sapiens	Unknown	missing	50.5	5237386		Escherichia coli	562	4747
GCF_016889105.1	USA:WA	Homo sapiens	Unknown	missing	50.5	4892135		Escherichia coli	562	4521
GCF_016889685.1	USA:WA	Homo sapiens	Unknown	missing	50.5	5434756		Escherichia coli	562	4999
GCF_016889865.1	USA:WA	Homo sapiens	Unknown	missing	50.5	4695402		Escherichia coli	562	4322
GCF_016903335.1	USA:WA	Homo sapiens	Unknown	missing	50.5	5142344		Escherichia coli	562	4711
GCF_016903435.1	USA:WA	Homo sapiens	Unknown	missing	50.5	5130876		Escherichia coli	562	4711
GCF_016903615.1	USA:WA	Homo sapiens	Unknown	missing	50.5	5274569		Escherichia coli	562	4901
GCF_016903835.1	USA:WA	Homo sapiens	Unknown	missing	50.5	5170636		Escherichia coli	562	4742
GCF_016903915.1	USA:WA	Homo sapiens	Unknown	missing	50.5	5457554		Escherichia coli	562	5080
GCF_016904075.1	USA:WA	Homo sapiens	Unknown	missing	50.5	5292431		Escherichia coli	562	4915
GCF_016904175.1	USA:WA	Homo sapiens	Unknown	missing	50.5	4823526		Escherichia coli	562	4470
GCF_016904195.1	USA:WA	Homo sapiens	Unknown	missing	51	5000651		Escherichia coli	562	4590
GCF_016904435.1	USA:WA	Homo sapiens	Unknown	missing	50.5	5205234		Escherichia coli	562	4785
GCF_016904455.1	USA:WA	Homo sapiens	Unknown	missing	50.5	5365154		Escherichia coli	562	4971
GCF_016904475.1	USA:WA	Homo sapiens	Unknown	missing	50.5	5120593		Escherichia coli	562	4715
GCF_016904535.1	USA:WA	Homo sapiens	Unknown	missing	50.5	5183774		Escherichia coli	562	4734
GCF_016904615.1	USA:WA	Homo sapiens	Unknown	missing	50.5	5214956		Escherichia coli	562	4808
GCF_016917755.1	China:Shengyang	not collected			71.5	9857535		Streptomyces noursei	1971	8287
GCF_017356665.1	Japan	Homo sapiens	Urinary tract infection	urine	50.5	5133980		Escherichia coli	562	4764
GCF_017815735.1	China:Tibet	Yak		lungs	40.5	2331688		Pasteurella multocida	747	2108
GCF_017900955.1	not applicable	not applicable	not applicable	Spontaneous mutant	50.5	5030087		Escherichia coli	562	4554
GCF_017900975.1	not applicable	not applicable	not applicable	Spontaneous mutant	50.5	5030087		Escherichia coli	562	4554
GCF_017900995.1	not applicable	not applicable	not applicable	Spontaneous mutant	50.5	5030087		Escherichia coli	562	4554
GCF_017901015.1	not applicable	Murine	Inflammatory bowel disease	GI isolate	50.5	5030087		Escherichia coli	562	4554
GCF_018128905.1	China: Dabao Village, Wuxi, Chongqing			Potato rhizosphere, Soil	71	9796466		Streptomyces sp. A2-16	2781734	8642
GCF_018139065.1	China: Hunan	Homo sapiens			40.5	2287216		Pasteurella multocida	747	2064
GCF_018343835.1	not applicable	not applicable	not applicable	Spontaneous mutant	50.5	5030087		Escherichia coli	562	4554
GCF_018798845.1	Switzerland: Lorze			river water	50.5	5092092		Escherichia coli	562	4663
GCF_018968665.1	China:Xingan	chicken		liver	40.5	2287254		Pasteurella sp. XG20	2844383	2063
GCF_019047825.1	Germany: Braunschweig	missing	Unknown	missing	40.5	1868859		Streptococcus mitis	28037	1691
GCF_019134675.1	China: Guangdong	Duck	cholera	liver	40.5	2384268		Pasteurella multocida	747	2182
GCF_019285735.1	South Korea: Gangwon Province	Naemorhedus caudatus		Feces of Naemorhedus caudatus	60.5	4173408		Paeniglutamicibacter sp. Y32M11	2853258	3634
GCF_019443605.1	Mexico: Mexico City	Homo sapiens	Recurrent urinary tract infection	bladder epithelial biopsy from 60-year-old female patient with recurrent urinary tract infection	50.5	5192928		Escherichia coli	562	4789
GCF_019443685.1	Mexico: Mexico City	Homo sapiens	Recurrent urinary tract infection	bladder epithelial biopsy from 50-year-old female patient with recurrent urinary tract infection	50.5	5107728		Escherichia coli	562	4686
GCF_019774615.1	China:changsha			plant soil	72	9126195		Streptomyces sp. BHT-5-2	2866715	7770
GCF_019915505.1	Kazakhstan: Almaty	Homo sapiens	pyelonephritis	urine	50.5	5362922		Escherichia coli	562	4956
GCF_019916005.1	Australia: Queensland	cattle			40	2624884		Pasteurella multocida	747	2543
GCF_019930805.1	Germany: Braunschweig	missing	Unknown	missing	38.5	3437408		Legionella pneumophila	446	2983
GCF_020026305.1	China: Qinghai-Tibet Plateau, Shaanxi			soil	71.5	8832922		Streptomyces sp. 135	2838850	7238
GCF_020034615.1	China: Xinjiang				72.5	8262829		Streptomyces sp. A144	2871487	7039
GCF_020410765.1	China:Hainan,sanya	coral			73.5	6629020		Streptomyces marincola	2878388	5610
GCF_020714665.1	South Korea	Canis	throat	Nasal discharge	37	2298791		Pasteurella canis	753	2081
GCF_020783515.1	United Kingdom			Laboratory	72	6740826		Streptomyces fungicidicus	68203	5864
GCF_020783535.1	United Kingdom			Laboratory	72	6740828		Streptomyces fungicidicus	68203	5864
GCF_020783555.1	United Kingdom			Laboratory	72	6741257		Streptomyces fungicidicus	68203	5864
GCF_020783575.1	Japan			soil	72	6740828		Streptomyces fungicidicus	68203	5864
GCF_020783595.1	United Kingdom			Laboratory	72	6740841		Streptomyces fungicidicus	68203	5864
GCF_020783615.1	United Kingdom			Laboratory	72	6740829		Streptomyces fungicidicus	68203	5865
GCF_020783635.1	United Kingdom			Laboratory	72	6741246		Streptomyces fungicidicus	68203	5862
GCF_020827655.1	Taiwan	Homo sapiens	bacteremia	blood	50.5	5424313		Escherichia coli	562	4978
GCF_020971705.1	Germany: Brandenburg	Bos taurus		bovine pleura	41	2647889		Mannheimia haemolytica	75985	2523
GCF_021398955.1	USA: Chapel Hill, North Carolina	Homo sapiens		stool	50.5	5015239		Escherichia coli O16:H6	2874052	4634
GCF_021398975.1	USA: Chapel Hill, North Carolina	Homo sapiens		stool	50.5	4903963		Escherichia coli O99:H6	2874051	4446
GCF_021441925.1	China: Shandong				40	2451650		Pasteurella multocida	747	2269
GCF_021474145.1	China: Shandong province	Oryctolagus cuniculus	Pasteurellosis	lung	40.5	2256546		Pasteurella multocida	747	2011
GCF_021729965.1	China:Tangshan	Penaeus vannamei		missing	45.5	5447540		Vibrio parahaemolyticus	670	4817
GCF_021730025.1	China:Tianjin	Penaeus vannamei		missing	45.5	5466908		Vibrio parahaemolyticus	670	4829
GCF_021733125.1	South Korea	Silurus asotus (catfish)		missing	59.5	4058165		Edwardsiella piscicida	1263550	3555
GCF_022221585.1	Australia: The University of Queensland, AIBN			Laboratory fermentation	70.5	9696490		Streptomyces inhibens	2293571	8329
GCF_022353625.1	Hong Kong			Shatin WWTPs_95 WWTPs influent	50.5	5176099		Escherichia coli	562	4687
GCF_022369435.1	USA: California	Molothrus ater		cloacal swab	28.5	1516908		Campylobacter molothri	1032242	1464
GCF_022404895.1	Canada	Bos taurus			41	2590481		Mannheimia haemolytica	75985	2253
GCF_022404935.1	Canada	Bos taurus			41	2590879		Mannheimia haemolytica	75985	2319
GCF_022404955.1	Canada	Bos taurus			41	2591238		Mannheimia haemolytica	75985	2294
GCF_022439445.1	United Kingdom: University of Warwick School of Life Science			laboratory	50.5	4735941		Escherichia coli	562	4292
GCF_022439465.1	USA: University of California School of Medicine			laboratory	50.5	4734605		Escherichia coli	562	4291
GCF_022493275.1	Australia	Perameles nasuta		feces	50.5	5117905		Escherichia coli	562	4615
GCF_022493635.1	Mexico	Sheep		feces	50.5	4630346		Escherichia coli	562	4211
GCF_022493815.1	Australia	possum		feces	50.5	4961568		Escherichia coli	562	4485
GCF_022494745.1	Japan			river water	50.5	5168268		Escherichia coli	562	4770
GCF_022557195.1	Taiwan: Kaohsiung	Hypostomus plecostomus	motile Aeromonas septicemia	pond	61	5023649		Aeromonas hydrophila	644	4378
GCF_022559245.1	China: Hangzhou	Homo sapiens	missing	urine	50.5	5342009		Escherichia coli	562	4965
GCF_022576915.1	United Kingdom: University of Warwick School of Life Science			laboratory	50.5	4735940		Escherichia coli	562	4296
GCF_022654245.1	United Kingdom: Coventry			missing	50.5	4734605		Escherichia coli	562	4290
GCF_022654545.1	United Kingdom: Coventry			missing	50.5	4703583		Escherichia coli	562	4257
GCF_022760215.1	China			cerebrospinal fluid	50.5	5353111		Escherichia coli	562	4930
GCF_022827705.1	China: Hunan			soil	72.5	8368456		Streptomyces sp. CB09030	2913412	7015
GCF_022846675.1	Japan:Ishikawa, Hegura Island	not applicable		soil	71	8461249		Streptomyces hygroscopicus	1912	7169
GCF_022982975.1	China:Zhuhai	Homo sapiens	infection	Vaginal secretion	50.5	5412376		Escherichia coli	562	4987
GCF_023184555.1	USA: Arkansas	Homo sapiens		urine	40.5	4266731		Providencia rettgeri	587	3767
GCF_023205935.1	China: Xiamen			seawater	45	5672846		Vibrio parahaemolyticus	670	4874
GCF_023205955.1	China: Xiamen			seawater	45	5466102		Vibrio parahaemolyticus	670	4751
GCF_023206035.1	USA:Marine Street, California			kelp tisue	43.5	5129412		Vibrio cyclitrophicus	47951	4320
GCF_023572905.1	USA	Avian			40.5	2347554		Pasteurella multocida	747	2156
GCF_023572925.1	USA	Avian			40.5	2314161		Pasteurella multocida	747	2076
GCF_023572945.1	USA	Avian			40.5	2306919		Pasteurella multocida	747	2059
GCF_023573005.1	USA	Avian			40.5	2340216		Pasteurella multocida	747	2005
GCF_023573065.1	USA	Avian			40.5	2342144		Pasteurella multocida	747	2092
GCF_023586965.1	missing	chicken	missing	heart	40.5	2251880		Pasteurella multocida	747	2041
GCF_023587585.1	missing	chicken	missing	lung	40.5	2294523		Pasteurella multocida	747	2056
GCF_023587605.1	missing	turkey	missing	Air-sac	40.5	2322663		Pasteurella multocida	747	2109
GCF_023587625.1	missing	goose	missing	missing	40.5	2315060		Pasteurella multocida	747	2087
GCF_023587665.1	missing	turkey	missing	missing	40.5	2277065		Pasteurella multocida	747	2026
GCF_023587685.1	missing	turkey	missing	lung	40.5	2395596		Pasteurella multocida	747	2183
GCF_023587705.1	missing	turkey	missing	missing	40.5	2398379		Pasteurella multocida	747	2188
GCF_023587725.1	missing	Poultry	missing	missing	40.5	2316141		Pasteurella multocida	747	2093
GCF_023658305.1	South Korea	Canis lupus familiaris			50.5	5392022		Escherichia coli	562	4948
GCF_024055505.2	USA	Avian			40	2379541		Pasteurella multocida	747	2175
GCF_024125695.1	China:Guangdong			feces	50.5	5411045		Escherichia coli	562	4952
GCF_024296945.1	China			Piggery wastewater	38.5	3669318		Acinetobacter sp. Z1	2953738	3357
GCF_024347415.1	missing				44.5	5804381		Vibrio crassostreae	246167	4925
GCF_024362265.1	China:Shandong			poultry farm	68.5	3712220		Microbacterium maritypicum	33918	3591
GCF_024396535.1	NA	Homo sapiens			50.5	4938966		Escherichia coli	562	4509
GCF_024396555.1	NA	Homo sapiens			50.5	4938850		Escherichia coli	562	4507
GCF_024396575.1	USA: Houston, Texas, Michael E. DeBakey VA Medical Center	Homo sapiens			50.5	4939036		Escherichia coli	562	4507
GCF_024499195.1	Chile: Penas Gulf			marine sediment	73	7137224		Streptomyces sp. G11C(2021)	2841662	5931
GCF_024917535.1	USA: Houston	Homo sapiens	Bacteremia	blood	50.5	5376110		Escherichia coli	562	4937
GCF_025244805.1	China:Henan Province			Homo sapiens	50.5	4991972		Escherichia coli	562	4585
GCF_025369715.1	USA	Poultry	E. coli yolk sac infection	Breeder	50.5	5221102		Escherichia coli	562	4837
GCF_025369875.1	USA	Poultry	E. coli yolk sac infection	Broiler	50.5	5395376		Escherichia coli	562	5012
GCF_025402955.1	China: guangzhou	missing			71.5	8604396		Streptomyces sp. FZ201	3057122	7336
GCF_025642155.1	China: Changde			rhizosphere soil	70.5	9604367		Streptomyces sp. HUAS TT20	3447509	8211
GCF_025808215.1	USA: City Park Lake, Baton Rouge, Louisiana	Water from a lake			50.5	5271774		Escherichia coli	562	4836
GCF_025847205.1	China:Yan'an	Sophora davidii			60.5	6240880		Pararhizobium sp. YC-54	2986920	5797
GCF_025854275.1	China: Nanjing			grassy area	71	8050611		Streptomyces peucetius	1950	6859
GCF_025854375.1	Hong Kong: Telegraph Bay	Sphagneticola trilobata		rhizosphere	60.5	3586856		Glutamicibacter sp. JL.03c	2984842	3217
GCF_026074175.1	Japan:Osaka	Canis lupus familiaris		urine	50.5	5436937		Escherichia coli	562	5019
GCF_026153335.1	United Kingdom: Aberdeenshire	Pig			40.5	2327355		Pasteurella multocida	747	2132
GCF_026153375.1	United Kingdom: Aberdeenshire	Pig			40.5	2327408		Pasteurella multocida	747	2133
GCF_026168515.1	China:Shanghai	sponge			64.5	4217721		Brevibacterium spongiae	2909672	3692
GCF_026248865.1	China: Xuyi	Homo sapiens	Removal of ureteral D-J tube	urine	50.5	5183954		Escherichia coli	562	4772
GCF_026315065.1	China:Fujian	rabbit			40.5	2461710		Pasteurella multocida	747	2302
GCF_026315085.1	China:Fujian	rabbit			40.5	2495991		Pasteurella multocida	747	2356
GCF_026315125.1	China:Fujian	rabbit			40.5	2461707		Pasteurella multocida	747	2300
GCF_026315145.1	China:Fujian	rabbit			40.5	2496043		Pasteurella multocida	747	2349
GCF_026315165.1	China:Fujian	rabbit			40.5	2496048		Pasteurella multocida	747	2348
GCF_026315225.1	China:Fujian	rabbit			40.5	2461682		Pasteurella multocida	747	2297
GCF_026409225.1	China:Fujian	rabbit			40.5	2496027		Pasteurella multocida	747	2350
GCF_026409245.1	China:Fujian	rabbit			40.5	2496037		Pasteurella multocida	747	2348
GCF_026409265.1	China:Fujian	rabbit			40.5	2496019		Pasteurella multocida	747	2349
GCF_026409285.1	China:Fujian	rabbit			40.5	2461989		Pasteurella multocida	747	2299
GCF_026409305.1	China:Fujian	rabbit			40.5	2496019		Pasteurella multocida	747	2356
GCF_026409325.1	China:Fujian	rabbit			40.5	2495990		Pasteurella multocida	747	2355
GCF_026409345.1	China:Fujian	rabbit			40.5	2461646		Pasteurella multocida	747	2286
GCF_026409365.1	China:Fujian	rabbit			40.5	2463975		Pasteurella multocida	747	2304
