target_ID	accession_1	tlen	query_ID	accession_2	qlen	e_value_seq	score_seq	bias_seq	#	of	c_value	i_value	score_dom	bias_dom	hmm_from	hmm_to	ali_from	ali_to	env_from	env_to	acc	description	View_kpsM_ncbi_40_complete$target_ID
GCF_036244815.1_protein.faa_WP_313937004.1	-	283	kpsM_final_mafft	-	260	4.1e-17	61	10.5	1	1	1.6e-19	7e-17	60.3	10.5	37	252	56	282	34	283	0.81	-	GCF_036244815.1_protein.faa_WP_313937004.1
GCF_036244815.1_protein.faa_WP_326744848.1	-	287	kpsM_final_mafft	-	260	1.1e-16	59.6	11.3	1	1	3.6e-19	1.5e-16	59.1	11.3	39	244	65	277	60	284	0.86	-	GCF_036244815.1_protein.faa_WP_326744848.1
GCF_036244815.1_protein.faa_WP_313935179.1	-	263	kpsM_final_mafft	-	260	1.1e-16	59.6	5.9	1	1	3.6e-19	1.6e-16	59.1	5.9	38	248	33	253	23	260	0.84	-	GCF_036244815.1_protein.faa_WP_313935179.1
GCF_036244815.1_protein.faa_WP_313938386.1	-	258	kpsM_final_mafft	-	260	1.2e-16	59.5	7.2	1	1	3.7e-19	1.6e-16	59.1	7.2	38	246	33	246	23	254	0.84	-	GCF_036244815.1_protein.faa_WP_313938386.1
GCF_036244815.1_protein.faa_WP_329451122.1	-	283	kpsM_final_mafft	-	260	8.7e-16	56.7	3.7	1	1	2.9e-18	1.3e-15	56.2	3.7	38	249	48	270	44	280	0.8	-	GCF_036244815.1_protein.faa_WP_329451122.1
GCF_032295845.1_protein.faa_WP_000124301.1	-	258	kpsM_final_mafft	-	260	7.8e-107	354.3	18.6	1	1	1.1e-109	8.5e-107	354.1	18.6	8	259	6	258	1	258	0.99	-	GCF_032295845.1_protein.faa_WP_000124301.1
GCF_032295845.1_protein.faa_WP_000972203.1	-	256	kpsM_final_mafft	-	260	1.6e-18	64.8	19.9	1	1	2.8e-21	2.3e-18	64.3	19.9	37	250	27	249	14	253	0.8	-	GCF_032295845.1_protein.faa_WP_000972203.1
GCF_021441965.1_protein.faa_WP_000972203.1	-	256	kpsM_final_mafft	-	260	1.5e-18	64.8	19.9	1	1	2.4e-21	2e-18	64.3	19.9	37	250	27	249	14	253	0.8	-	GCF_021441965.1_protein.faa_WP_000972203.1
GCF_009739575.1_protein.faa_WP_005754209.1	-	265	kpsM_final_mafft	-	260	8e-45	149.8	20.3	1	1	1.5e-47	1e-44	149.4	20.3	7	255	12	261	6	264	0.96	-	GCF_009739575.1_protein.faa_WP_005754209.1
GCF_009739575.1_protein.faa_WP_005753849.1	-	255	kpsM_final_mafft	-	260	2.8e-19	66	22.3	1	1	5.5e-22	3.7e-19	65.7	22.3	37	248	26	246	8	250	0.79	-	GCF_009739575.1_protein.faa_WP_005753849.1
GCF_022439445.1_protein.faa_WP_000124301.1	-	258	kpsM_final_mafft	-	260	6.9e-107	354.3	18.6	1	1	1.1e-109	7.6e-107	354.1	18.6	8	259	6	258	1	258	0.99	-	GCF_022439445.1_protein.faa_WP_000124301.1
GCF_022439445.1_protein.faa_WP_000972203.1	-	256	kpsM_final_mafft	-	260	1.5e-18	64.8	19.9	1	1	2.8e-21	2e-18	64.3	19.9	37	250	27	249	14	253	0.8	-	GCF_022439445.1_protein.faa_WP_000972203.1
GCF_012224765.1_protein.faa_WP_167844504.1	-	260	kpsM_final_mafft	-	260	4.9e-47	156.8	32.9	1	1	3.4e-50	5.7e-47	156.6	32.9	13	257	3	255	1	257	0.94	-	GCF_012224765.1_protein.faa_WP_167844504.1
GCF_032259785.1_protein.faa_WP_014391192.1	-	265	kpsM_final_mafft	-	260	3.9e-45	150.9	20.4	1	1	6.8e-48	4.9e-45	150.6	20.4	7	255	12	261	6	264	0.96	-	GCF_032259785.1_protein.faa_WP_014391192.1
GCF_032259785.1_protein.faa_WP_005753849.1	-	255	kpsM_final_mafft	-	260	3e-19	66	22.3	1	1	5.5e-22	4e-19	65.7	22.3	37	248	26	246	8	250	0.79	-	GCF_032259785.1_protein.faa_WP_005753849.1
GCF_002285595.1_protein.faa_WP_020824350.1	-	265	kpsM_final_mafft	-	260	1.1e-45	153	19.3	1	1	1e-48	1.3e-45	152.7	19.3	8	255	13	261	6	264	0.96	-	GCF_002285595.1_protein.faa_WP_020824350.1
GCF_002285595.1_protein.faa_WP_006249091.1	-	253	kpsM_final_mafft	-	260	2e-18	63.6	18.1	1	1	2.1e-21	2.7e-18	63.2	18.1	37	249	24	245	19	249	0.85	-	GCF_002285595.1_protein.faa_WP_006249091.1
GCF_006385575.1_protein.faa_WP_140036694.1	-	273	kpsM_final_mafft	-	260	2.6e-51	171.8	18.2	1	1	8.3e-54	3.2e-51	171.5	18.2	15	259	19	271	12	272	0.96	-	GCF_006385575.1_protein.faa_WP_140036694.1
GCF_006385575.1_protein.faa_WP_140036677.1	-	277	kpsM_final_mafft	-	260	7.6e-46	153.9	18	1	1	2.5e-48	9.6e-46	153.6	18	8	259	13	276	6	277	0.9	-	GCF_006385575.1_protein.faa_WP_140036677.1
GCF_006385575.1_protein.faa_WP_181164224.1	-	241	kpsM_final_mafft	-	260	4e-39	131.9	19.6	1	1	1.3e-41	5.1e-39	131.5	19.6	30	251	8	232	4	239	0.95	-	GCF_006385575.1_protein.faa_WP_181164224.1
GCF_006385575.1_protein.faa_WP_140035763.1	-	255	kpsM_final_mafft	-	260	2.3e-16	57.3	13.4	1	1	7.5e-19	2.9e-16	57	13.4	39	252	32	253	27	255	0.87	-	GCF_006385575.1_protein.faa_WP_140035763.1
GCF_036227565.1_protein.faa_WP_329150666.1	-	311	kpsM_final_mafft	-	260	3e-41	140	14.6	1	1	5.9e-44	3.7e-41	139.8	14.6	3	255	46	307	44	310	0.92	-	GCF_036227565.1_protein.faa_WP_329150666.1
GCF_036227565.1_protein.faa_WP_329144352.1	-	309	kpsM_final_mafft	-	260	9e-39	131.9	13.4	1	1	1.8e-41	1.1e-38	131.6	13.4	3	255	44	305	42	308	0.92	-	GCF_036227565.1_protein.faa_WP_329144352.1
GCF_036227565.1_protein.faa_WP_329145548.1	-	287	kpsM_final_mafft	-	260	1.2e-16	59.4	10.6	1	1	2.5e-19	1.6e-16	59	10.6	39	245	65	278	59	285	0.87	-	GCF_036227565.1_protein.faa_WP_329145548.1
GCF_036227565.1_protein.faa_WP_329146971.1	-	292	kpsM_final_mafft	-	260	8.5e-16	56.6	2.1	1	1	1.4e-18	8.5e-16	56.6	2.1	38	219	51	243	47	273	0.85	-	GCF_036227565.1_protein.faa_WP_329146971.1
GCF_036227565.1_protein.faa_WP_329151678.1	-	276	kpsM_final_mafft	-	260	5e-15	54.1	8.8	1	1	1e-17	6.5e-15	53.7	8.8	37	250	50	273	30	276	0.77	-	GCF_036227565.1_protein.faa_WP_329151678.1
GCF_036227565.1_protein.faa_WP_329154769.1	-	251	kpsM_final_mafft	-	260	3.9e-14	51.2	8.6	1	1	8e-17	5e-14	50.8	8.6	29	251	21	248	8	251	0.86	-	GCF_036227565.1_protein.faa_WP_329154769.1
GCF_036227565.1_protein.faa_WP_329149360.1	-	265	kpsM_final_mafft	-	260	5.8e-14	50.6	2	1	1	1.1e-16	7e-14	50.3	2	38	238	33	245	12	264	0.82	-	GCF_036227565.1_protein.faa_WP_329149360.1
GCF_008693845.1_protein.faa_WP_083002648.1	-	265	kpsM_final_mafft	-	260	8.4e-44	146.4	20	1	1	1.6e-46	1.1e-43	146.1	20	6	255	11	261	6	264	0.96	-	GCF_008693845.1_protein.faa_WP_083002648.1
GCF_008693845.1_protein.faa_WP_046333109.1	-	255	kpsM_final_mafft	-	260	3.3e-19	65.8	22.7	1	1	6.4e-22	4.3e-19	65.4	22.7	37	248	26	246	8	250	0.78	-	GCF_008693845.1_protein.faa_WP_046333109.1
GCF_024532075.1_protein.faa_WP_000972204.1	-	256	kpsM_final_mafft	-	260	1.7e-18	64.6	20.2	1	1	2.7e-21	2.4e-18	64.1	20.2	37	250	27	249	14	253	0.79	-	GCF_024532075.1_protein.faa_WP_000972204.1
GCF_003522555.1_protein.faa_WP_013571148.1	-	256	kpsM_final_mafft	-	260	7.6e-20	69.3	20.8	1	1	5.7e-23	1e-19	68.9	20.8	37	251	27	248	12	252	0.8	-	GCF_003522555.1_protein.faa_WP_013571148.1
GCF_001697345.1_protein.faa_WP_002218515.1	-	265	kpsM_final_mafft	-	260	4e-46	154	19.9	1	1	2.7e-49	5.1e-46	153.6	19.9	6	255	11	261	2	264	0.97	-	GCF_001697345.1_protein.faa_WP_002218515.1
GCF_034422375.1_protein.faa_WP_029394486.1	-	309	kpsM_final_mafft	-	260	1.4e-43	147.5	10.9	1	1	4.5e-46	1.7e-43	147.2	10.9	3	255	44	305	42	308	0.94	-	GCF_034422375.1_protein.faa_WP_029394486.1
GCF_034422375.1_protein.faa_WP_019325727.1	-	308	kpsM_final_mafft	-	260	2.7e-42	143.3	10.1	1	1	8.5e-45	3.2e-42	143.1	10.1	3	255	42	304	40	307	0.91	-	GCF_034422375.1_protein.faa_WP_019325727.1
GCF_034422375.1_protein.faa_WP_052731564.1	-	282	kpsM_final_mafft	-	260	2.5e-20	71.3	5.1	1	1	8.7e-23	3.3e-20	70.9	5.1	38	248	55	273	50	280	0.81	-	GCF_034422375.1_protein.faa_WP_052731564.1
GCF_034422375.1_protein.faa_WP_019326570.1	-	261	kpsM_final_mafft	-	260	4e-17	60.8	5.8	1	1	1.4e-19	5.4e-17	60.4	5.8	38	248	33	251	23	258	0.85	-	GCF_034422375.1_protein.faa_WP_019326570.1
GCF_034422375.1_protein.faa_WP_210904022.1	-	263	kpsM_final_mafft	-	260	6.5e-16	56.8	5.6	1	1	2.2e-18	8.5e-16	56.5	5.6	37	246	32	251	14	260	0.84	-	GCF_034422375.1_protein.faa_WP_210904022.1
GCF_034422375.1_protein.faa_WP_322500753.1	-	274	kpsM_final_mafft	-	260	6.5e-14	50.3	10.6	1	1	3.3e-16	1.2e-13	49.4	10.6	37	251	48	272	44	274	0.75	-	GCF_034422375.1_protein.faa_WP_322500753.1
GCF_003952785.1_protein.faa_WP_004982514.1	-	257	kpsM_final_mafft	-	260	4.3e-20	69.4	22.3	1	1	8.3e-23	5.4e-20	69.1	22.3	36	249	25	249	1	253	0.78	-	GCF_003952785.1_protein.faa_WP_004982514.1
GCF_017933255.1_protein.faa_WP_012999190.1	-	309	kpsM_final_mafft	-	260	9.4e-44	148.3	9.1	1	1	2.2e-46	1.1e-43	148	9.1	3	255	44	305	42	308	0.93	-	GCF_017933255.1_protein.faa_WP_012999190.1
GCF_017933255.1_protein.faa_WP_013003152.1	-	314	kpsM_final_mafft	-	260	2e-38	130.8	9.5	1	1	4.6e-41	2.4e-38	130.6	9.5	4	255	50	310	47	313	0.92	-	GCF_017933255.1_protein.faa_WP_013003152.1
GCF_017933255.1_protein.faa_WP_013006058.1	-	261	kpsM_final_mafft	-	260	1.6e-17	62.3	3.6	1	1	4.5e-20	2.3e-17	61.8	3.6	37	245	32	248	22	257	0.85	-	GCF_017933255.1_protein.faa_WP_013006058.1
GCF_017933255.1_protein.faa_WP_013004193.1	-	276	kpsM_final_mafft	-	260	9e-14	50	8.8	1	1	3.7e-16	1.9e-13	48.9	8.8	37	250	50	273	46	276	0.79	-	GCF_017933255.1_protein.faa_WP_013004193.1
GCF_012220945.1_protein.faa_WP_002779235.1	-	260	kpsM_final_mafft	-	260	1.3e-50	168.5	29.2	1	1	9e-54	1.5e-50	168.3	29.2	13	257	3	255	1	257	0.95	-	GCF_012220945.1_protein.faa_WP_002779235.1
GCF_026315125.1_protein.faa_WP_005754209.1	-	265	kpsM_final_mafft	-	260	8.8e-45	149.8	20.3	1	1	1.5e-47	1.1e-44	149.4	20.3	7	255	12	261	6	264	0.96	-	GCF_026315125.1_protein.faa_WP_005754209.1
GCF_026315125.1_protein.faa_WP_078737760.1	-	255	kpsM_final_mafft	-	260	9.2e-19	64.5	22	1	1	1.6e-21	1.2e-18	64.1	22	37	248	26	246	8	250	0.79	-	GCF_026315125.1_protein.faa_WP_078737760.1
GCF_000787195.2_protein.faa_WP_002224374.1	-	265	kpsM_final_mafft	-	260	3.8e-46	154	20.9	1	1	2.6e-49	4.9e-46	153.7	20.9	6	255	11	261	2	264	0.97	-	GCF_000787195.2_protein.faa_WP_002224374.1
GCF_014701115.1_protein.faa_WP_190849575.1	-	309	kpsM_final_mafft	-	260	3.3e-43	146.4	12.3	1	1	7.4e-46	3.9e-43	146.2	12.3	3	255	44	305	42	308	0.93	-	GCF_014701115.1_protein.faa_WP_190849575.1
GCF_014701115.1_protein.faa_WP_055519648.1	-	313	kpsM_final_mafft	-	260	7.2e-37	125.7	8.7	1	1	1.6e-39	8.7e-37	125.4	8.7	4	255	48	309	45	312	0.91	-	GCF_014701115.1_protein.faa_WP_055519648.1
GCF_014701115.1_protein.faa_WP_190849082.1	-	274	kpsM_final_mafft	-	260	7.4e-19	66.6	4.9	1	1	1.7e-21	9.2e-19	66.3	4.9	37	243	43	261	25	272	0.87	-	GCF_014701115.1_protein.faa_WP_190849082.1
GCF_014701115.1_protein.faa_WP_055519085.1	-	275	kpsM_final_mafft	-	260	7.5e-14	50.2	13.4	1	1	2.8e-16	1.5e-13	49.2	13.4	37	251	50	270	29	275	0.75	-	GCF_014701115.1_protein.faa_WP_055519085.1
GCF_001697605.1_protein.faa_WP_002215286.1	-	265	kpsM_final_mafft	-	260	2.9e-46	154.4	20.8	1	1	1.9e-49	3.7e-46	154.1	20.8	6	255	11	261	2	264	0.97	-	GCF_001697605.1_protein.faa_WP_002215286.1
GCF_012850655.1_protein.faa_WP_035688630.1	-	265	kpsM_final_mafft	-	260	4.7e-47	157.2	20.9	1	1	7.5e-50	5.5e-47	157	20.9	6	255	11	261	6	265	0.96	-	GCF_012850655.1_protein.faa_WP_035688630.1
GCF_012850655.1_protein.faa_WP_051128126.1	-	267	kpsM_final_mafft	-	260	2.2e-29	99.3	22.3	1	1	3.8e-32	2.8e-29	99	22.3	10	256	20	263	8	266	0.97	-	GCF_012850655.1_protein.faa_WP_051128126.1
GCF_012850655.1_protein.faa_WP_174758211.1	-	255	kpsM_final_mafft	-	260	2.2e-17	60	21.5	1	1	4.2e-20	3.1e-17	59.5	21.5	37	249	26	245	11	250	0.75	-	GCF_012850655.1_protein.faa_WP_174758211.1
GCF_029774055.1_protein.faa_WP_275218433.1	-	253	kpsM_final_mafft	-	260	6.2e-19	65	19.1	1	1	4.4e-22	9.1e-19	64.4	19.1	37	251	24	247	19	249	0.79	-	GCF_029774055.1_protein.faa_WP_275218433.1
GCF_002180095.1_protein.faa_WP_001618958.1	-	243	kpsM_final_mafft	-	260	9.7e-85	281.9	27.3	1	1	1.3e-87	1.1e-84	281.8	27.3	25	260	2	243	1	243	0.99	-	GCF_002180095.1_protein.faa_WP_001618958.1
GCF_002180095.1_protein.faa_WP_000972203.1	-	256	kpsM_final_mafft	-	260	1.7e-18	64.8	19.9	1	1	2.8e-21	2.4e-18	64.3	19.9	37	250	27	249	14	253	0.8	-	GCF_002180095.1_protein.faa_WP_000972203.1
GCF_033129285.1_protein.faa_WP_002871866.1	-	260	kpsM_final_mafft	-	260	8.9e-47	156	31.2	1	1	5.8e-50	1e-46	155.8	31.2	13	257	3	255	1	257	0.94	-	GCF_033129285.1_protein.faa_WP_002871866.1
GCF_025642155.1_protein.faa_WP_263214742.1	-	309	kpsM_final_mafft	-	260	3.2e-43	146.5	9.9	1	1	9.4e-46	3.8e-43	146.3	9.9	3	255	44	305	42	308	0.93	-	GCF_025642155.1_protein.faa_WP_263214742.1
GCF_025642155.1_protein.faa_WP_263209375.1	-	303	kpsM_final_mafft	-	260	8.5e-41	138.6	9.1	1	1	2.5e-43	1e-40	138.3	9.1	3	255	38	299	36	302	0.91	-	GCF_025642155.1_protein.faa_WP_263209375.1
GCF_025642155.1_protein.faa_WP_263217105.1	-	275	kpsM_final_mafft	-	260	1.4e-16	59.2	4.6	1	1	4.7e-19	1.9e-16	58.7	4.6	38	246	42	260	32	269	0.84	-	GCF_025642155.1_protein.faa_WP_263217105.1
GCF_025642155.1_protein.faa_WP_263205396.1	-	286	kpsM_final_mafft	-	260	6.8e-16	57	7	1	1	2.2e-18	9e-16	56.6	7	39	246	64	278	59	284	0.84	-	GCF_025642155.1_protein.faa_WP_263205396.1
GCF_025642155.1_protein.faa_WP_263204677.1	-	253	kpsM_final_mafft	-	260	4.6e-15	54.2	14.8	1	1	1.5e-17	6.1e-15	53.8	14.8	37	251	30	250	18	252	0.87	-	GCF_025642155.1_protein.faa_WP_263204677.1
GCF_025642155.1_protein.faa_WP_263212056.1	-	285	kpsM_final_mafft	-	260	1.1e-14	53	5.9	1	1	4.2e-17	1.7e-14	52.3	5.9	38	250	46	273	42	284	0.79	-	GCF_025642155.1_protein.faa_WP_263212056.1
GCF_025642155.1_protein.faa_WP_263208093.1	-	293	kpsM_final_mafft	-	260	1.9e-14	52.2	9.6	1	1	8.4e-17	3.4e-14	51.4	9.6	37	252	67	290	63	293	0.79	-	GCF_025642155.1_protein.faa_WP_263208093.1
GCF_021029465.1_protein.faa_WP_189303050.1	-	309	kpsM_final_mafft	-	260	1.8e-43	147.3	11.5	1	1	3.2e-46	2.1e-43	147.1	11.5	3	255	44	305	42	308	0.93	-	GCF_021029465.1_protein.faa_WP_189303050.1
GCF_021029465.1_protein.faa_WP_230920475.1	-	304	kpsM_final_mafft	-	260	3.9e-39	133.1	11	1	1	7e-42	4.6e-39	132.9	11	3	254	39	299	37	303	0.91	-	GCF_021029465.1_protein.faa_WP_230920475.1
GCF_009730395.1_protein.faa_WP_002788478.1	-	260	kpsM_final_mafft	-	260	1.6e-50	168.2	29.3	1	1	1.1e-53	1.8e-50	168	29.3	13	257	3	255	1	257	0.95	-	GCF_009730395.1_protein.faa_WP_002788478.1
GCF_900635795.1_protein.faa_WP_015702019.1	-	265	kpsM_final_mafft	-	260	2.2e-45	151.4	21.3	1	1	1.7e-48	2.8e-45	151	21.3	6	255	11	261	6	264	0.97	-	GCF_900635795.1_protein.faa_WP_015702019.1
GCF_030370155.1_protein.faa_WP_006248287.1	-	265	kpsM_final_mafft	-	260	5.1e-46	154.1	19.6	1	1	4.7e-49	6.4e-46	153.8	19.6	8	255	13	261	6	264	0.96	-	GCF_030370155.1_protein.faa_WP_006248287.1
GCF_030370155.1_protein.faa_WP_006249091.1	-	253	kpsM_final_mafft	-	260	2.1e-18	63.6	18.1	1	1	2.1e-21	2.8e-18	63.2	18.1	37	249	24	245	19	249	0.85	-	GCF_030370155.1_protein.faa_WP_006249091.1
GCF_036240795.1_protein.faa_WP_329425992.1	-	309	kpsM_final_mafft	-	260	3.2e-41	139.8	12.4	1	1	6.2e-44	3.8e-41	139.6	12.4	3	255	44	305	42	308	0.93	-	GCF_036240795.1_protein.faa_WP_329425992.1
GCF_036240795.1_protein.faa_WP_329421008.1	-	317	kpsM_final_mafft	-	260	1.1e-37	128.2	7.9	1	1	2.2e-40	1.3e-37	128	7.9	5	255	54	313	50	316	0.93	-	GCF_036240795.1_protein.faa_WP_329421008.1
GCF_036240795.1_protein.faa_WP_329426462.1	-	284	kpsM_final_mafft	-	260	1.2e-17	62.5	0.4	1	1	2.8e-20	1.7e-17	62.1	0.4	13	221	25	237	14	248	0.75	-	GCF_036240795.1_protein.faa_WP_329426462.1
GCF_036240795.1_protein.faa_WP_329420100.1	-	285	kpsM_final_mafft	-	260	5.2e-16	57.2	12	1	1	1.3e-18	7.9e-16	56.6	12	37	252	60	284	41	285	0.81	-	GCF_036240795.1_protein.faa_WP_329420100.1
GCF_036240795.1_protein.faa_WP_329426747.1	-	266	kpsM_final_mafft	-	260	8.5e-16	56.5	3.1	1	1	1.6e-18	9.6e-16	56.3	3.1	37	248	32	255	12	266	0.85	-	GCF_036240795.1_protein.faa_WP_329426747.1
GCF_036240795.1_protein.faa_WP_329421457.1	-	263	kpsM_final_mafft	-	260	1.6e-15	55.6	5.2	1	1	3.6e-18	2.2e-15	55.1	5.2	38	245	33	250	23	260	0.85	-	GCF_036240795.1_protein.faa_WP_329421457.1
GCF_036240795.1_protein.faa_WP_329423431.1	-	289	kpsM_final_mafft	-	260	1.9e-15	55.3	2.8	1	1	4.8e-18	3e-15	54.7	2.8	38	251	50	278	46	287	0.78	-	GCF_036240795.1_protein.faa_WP_329423431.1
GCF_035917415.1_protein.faa_WP_326595308.1	-	304	kpsM_final_mafft	-	260	1.7e-39	133.6	9.1	1	1	4.7e-42	2.2e-39	133.3	9.1	4	255	37	300	34	303	0.92	-	GCF_035917415.1_protein.faa_WP_326595308.1
GCF_035917415.1_protein.faa_WP_326595194.1	-	279	kpsM_final_mafft	-	260	3e-19	67.3	8.9	1	1	8.1e-22	3.8e-19	67	8.9	39	251	57	277	55	279	0.87	-	GCF_035917415.1_protein.faa_WP_326595194.1
GCF_035917415.1_protein.faa_WP_326597962.1	-	289	kpsM_final_mafft	-	260	1.6e-14	51.8	12.8	1	1	4.8e-17	2.2e-14	51.3	12.8	41	251	71	285	67	289	0.78	-	GCF_035917415.1_protein.faa_WP_326597962.1
GCF_035917415.1_protein.faa_WP_442811955.1	-	294	kpsM_final_mafft	-	260	4.1e-14	50.5	2.7	1	1	1.5e-16	7.2e-14	49.7	2.7	38	220	56	248	52	287	0.79	-	GCF_035917415.1_protein.faa_WP_442811955.1
GCF_012934475.1_protein.faa_WP_000124300.1	-	258	kpsM_final_mafft	-	260	3.5e-106	352.1	19.3	1	1	4.8e-109	3.9e-106	352	19.3	8	259	6	258	1	258	0.99	-	GCF_012934475.1_protein.faa_WP_000124300.1
GCF_012934475.1_protein.faa_WP_000972203.1	-	256	kpsM_final_mafft	-	260	1.6e-18	64.8	19.9	1	1	2.8e-21	2.3e-18	64.3	19.9	37	250	27	249	14	253	0.8	-	GCF_012934475.1_protein.faa_WP_000972203.1
GCF_030664655.1_protein.faa_WP_002876057.1	-	260	kpsM_final_mafft	-	260	7.1e-47	156.3	32	1	1	4.6e-50	8.1e-47	156.1	32	13	257	3	255	1	257	0.94	-	GCF_030664655.1_protein.faa_WP_002876057.1
GCF_004153325.1_protein.faa_WP_015683236.1	-	256	kpsM_final_mafft	-	260	5.9e-19	65.8	20	1	1	7.1e-22	8.5e-19	65.3	20	31	249	19	248	15	253	0.77	-	GCF_004153325.1_protein.faa_WP_015683236.1
GCF_023515955.1_protein.faa_WP_249766262.1	-	305	kpsM_final_mafft	-	260	9.3e-43	144.7	9	1	1	2.6e-45	1.1e-42	144.4	9	4	255	41	301	38	304	0.92	-	GCF_023515955.1_protein.faa_WP_249766262.1
GCF_023515955.1_protein.faa_WP_249769130.1	-	309	kpsM_final_mafft	-	260	1.4e-42	144.1	10.8	1	1	4.1e-45	1.8e-42	143.7	10.8	5	255	46	305	43	308	0.92	-	GCF_023515955.1_protein.faa_WP_249769130.1
GCF_023515955.1_protein.faa_WP_249765803.1	-	283	kpsM_final_mafft	-	260	4.1e-17	60.6	15	1	1	1.6e-19	7e-17	59.8	15	37	251	58	281	54	283	0.78	-	GCF_023515955.1_protein.faa_WP_249765803.1
GCF_023515955.1_protein.faa_WP_249767516.1	-	286	kpsM_final_mafft	-	260	1.9e-15	55.2	4.5	1	1	6.2e-18	2.7e-15	54.7	4.5	38	220	49	240	45	279	0.85	-	GCF_023515955.1_protein.faa_WP_249767516.1
GCF_023515955.1_protein.faa_WP_249770198.1	-	263	kpsM_final_mafft	-	260	2.6e-15	54.7	3.9	1	1	6.9e-18	3e-15	54.5	3.9	38	251	33	255	12	263	0.86	-	GCF_023515955.1_protein.faa_WP_249770198.1
GCF_947099305.1_protein.faa_WP_002937101.1	-	268	kpsM_final_mafft	-	260	2e-44	148.4	20.8	1	1	1.3e-47	2.4e-44	148.1	20.8	10	258	7	266	2	268	0.91	-	GCF_947099305.1_protein.faa_WP_002937101.1
GCF_021733145.1_protein.faa_WP_015683236.1	-	256	kpsM_final_mafft	-	260	5.5e-19	65.8	20	1	1	7.1e-22	7.9e-19	65.3	20	31	249	19	248	15	253	0.77	-	GCF_021733145.1_protein.faa_WP_015683236.1
GCF_001752765.1_protein.faa_WP_010946509.1	-	283	kpsM_final_mafft	-	260	1.7e-51	172.2	22.4	1	1	2.6e-54	1.9e-51	172	22.4	4	258	27	281	24	283	0.98	-	GCF_001752765.1_protein.faa_WP_010946509.1
GCF_001752765.1_protein.faa_WP_010946136.1	-	257	kpsM_final_mafft	-	260	5.7e-20	68.9	23.7	1	1	1.2e-22	9.1e-20	68.2	23.7	15	251	10	250	3	256	0.83	-	GCF_001752765.1_protein.faa_WP_010946136.1
GCF_002910725.2_protein.faa_WP_103487138.1	-	313	kpsM_final_mafft	-	260	1.6e-44	150.3	12.8	1	1	4.9e-47	2e-44	150	12.8	3	255	45	309	43	312	0.93	-	GCF_002910725.2_protein.faa_WP_103487138.1
GCF_002910725.2_protein.faa_WP_030308607.1	-	280	kpsM_final_mafft	-	260	2e-20	71.4	5.1	1	1	6.3e-23	2.5e-20	71	5.1	38	248	53	271	48	278	0.87	-	GCF_002910725.2_protein.faa_WP_030308607.1
GCF_002910725.2_protein.faa_WP_003948328.1	-	283	kpsM_final_mafft	-	260	1e-16	59.3	2.5	1	1	4.2e-19	1.7e-16	58.5	2.5	38	220	46	237	40	281	0.85	-	GCF_002910725.2_protein.faa_WP_003948328.1
GCF_002910725.2_protein.faa_WP_031178832.1	-	266	kpsM_final_mafft	-	260	2.3e-14	51.5	7.1	1	1	9.2e-17	3.7e-14	50.8	7.1	37	222	32	220	28	262	0.78	-	GCF_002910725.2_protein.faa_WP_031178832.1
GCF_001687475.2_protein.faa_WP_066777608.1	-	260	kpsM_final_mafft	-	260	3.1e-44	147.4	31.4	1	1	2.5e-47	3.5e-44	147.2	31.4	13	257	3	255	1	257	0.93	-	GCF_001687475.2_protein.faa_WP_066777608.1
GCF_003595545.1_protein.faa_WP_119992201.1	-	311	kpsM_final_mafft	-	260	1.4e-39	134.8	8.9	1	1	3.2e-42	1.7e-39	134.5	8.9	4	255	45	307	42	310	0.91	-	GCF_003595545.1_protein.faa_WP_119992201.1
GCF_003595545.1_protein.faa_WP_237298855.1	-	274	kpsM_final_mafft	-	260	5.6e-19	67.3	8.2	1	1	1.4e-21	7.1e-19	66.9	8.2	33	253	44	270	23	274	0.74	-	GCF_003595545.1_protein.faa_WP_237298855.1
GCF_003595545.1_protein.faa_WP_078644309.1	-	262	kpsM_final_mafft	-	260	1e-18	66.4	4.5	1	1	2.5e-21	1.3e-18	66.1	4.5	46	222	34	219	29	256	0.83	-	GCF_003595545.1_protein.faa_WP_078644309.1
GCF_003595545.1_protein.faa_WP_078647022.1	-	262	kpsM_final_mafft	-	260	2.4e-17	61.9	7.3	1	1	6.5e-20	3.3e-17	61.4	7.3	43	231	30	227	24	252	0.81	-	GCF_003595545.1_protein.faa_WP_078647022.1
GCF_003595545.1_protein.faa_WP_119988329.1	-	260	kpsM_final_mafft	-	260	4.7e-16	57.7	2.4	1	1	1.1e-18	5.6e-16	57.4	2.4	19	249	15	254	9	260	0.81	-	GCF_003595545.1_protein.faa_WP_119988329.1
GCF_003595545.1_protein.faa_WP_014054532.1	-	287	kpsM_final_mafft	-	260	5.7e-16	57.4	3.6	1	1	1.5e-18	7.9e-16	56.9	3.6	38	222	50	245	46	283	0.8	-	GCF_003595545.1_protein.faa_WP_014054532.1
GCF_003595545.1_protein.faa_WP_119990243.1	-	263	kpsM_final_mafft	-	260	1.3e-15	56.2	4.6	1	1	3.2e-18	1.7e-15	55.9	4.6	38	241	33	248	23	260	0.83	-	GCF_003595545.1_protein.faa_WP_119990243.1
