target_ID	accession_1	tlen	query_ID	accession_2	qlen	e_value_seq	score_seq	bias_seq	#	of	c_value	i_value	score_dom	bias_dom	hmm_from	hmm_to	ali_from	ali_to	env_from	env_to	acc	description	View_kpsD_ncbi_40_complete$target_ID
GCF_030060805.1_protein.faa_WP_283293446.1	-	183	kpsD_final_mafft	-	594	4.4e-25	85.8	0	1	1	2.4e-28	8.4e-25	84.9	0	129	285	32	179	20	181	0.91	-	GCF_030060805.1_protein.faa_WP_283293446.1
GCF_022460575.1_protein.faa_WP_000872596.1	-	366	kpsD_final_mafft	-	594	1.4e-26	90.8	8.1	1	1	1.1e-28	4e-25	86	7.8	129	363	76	338	60	340	0.85	-	GCF_022460575.1_protein.faa_WP_000872596.1
GCF_026898195.1_protein.faa_WP_196913888.1	-	552	kpsD_final_mafft	-	594	3.9e-177	586.6	15.6	1	1	3.1e-180	4.4e-177	586.5	15.6	49	578	1	551	1	552	0.87	-	GCF_026898195.1_protein.faa_WP_196913888.1
GCF_002197025.1_protein.faa_WP_003529250.1	-	191	kpsD_final_mafft	-	594	1.8e-23	81.4	0.4	1	1	1.7e-26	2.2e-23	81.1	0.4	129	252	39	162	19	187	0.87	-	GCF_002197025.1_protein.faa_WP_003529250.1
GCF_002197025.1_protein.faa_WP_013843956.1	-	395	kpsD_final_mafft	-	594	7.8e-23	79.3	3	1	1	9e-26	1.2e-22	78.7	3	132	327	82	290	75	318	0.84	-	GCF_002197025.1_protein.faa_WP_013843956.1
GCF_002197025.1_protein.faa_WP_013850768.1	-	416	kpsD_final_mafft	-	594	5.3e-17	60	0	1	2	4.1e-20	5.3e-17	60	0	129	245	40	158	30	169	0.91	-	GCF_002197025.1_protein.faa_WP_013850768.1
GCF_002197025.1_protein.faa_WP_014530337.1	-	421	kpsD_final_mafft	-	594	6.7e-15	53.1	0	1	2	5.2e-18	6.7e-15	53.1	0	126	242	34	165	24	169	0.82	-	GCF_002197025.1_protein.faa_WP_014530337.1
GCF_022353625.1_protein.faa_WP_001331697.1	-	558	kpsD_final_mafft	-	594	3.6e-186	618.2	1.3	1	1	2.6e-189	4e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_022353625.1_protein.faa_WP_001331697.1
GCF_022353625.1_protein.faa_WP_000978107.1	-	379	kpsD_final_mafft	-	594	4.3e-34	116	2.7	1	1	7e-37	1.1e-33	114.6	2.7	122	363	72	346	1	354	0.84	-	GCF_022353625.1_protein.faa_WP_000978107.1
GCF_003113095.2_protein.faa_WP_015461606.1	-	183	kpsD_final_mafft	-	594	8.8e-24	81.4	0	1	1	5.1e-27	1.7e-23	80.5	0	129	285	32	179	20	181	0.91	-	GCF_003113095.2_protein.faa_WP_015461606.1
GCF_001865475.1_protein.faa_WP_002779229.1	-	543	kpsD_final_mafft	-	594	4.3e-176	583.5	13.6	1	1	2.8e-179	4.8e-176	583.3	13.6	49	579	1	543	1	543	0.9	-	GCF_001865475.1_protein.faa_WP_002779229.1
GCF_034376045.1_protein.faa_WP_068217409.1	-	873	kpsD_final_mafft	-	594	4.4e-156	518.6	14.7	1	2	7.5e-115	7.3e-112	372.5	2.7	66	419	26	476	1	477	0.79	-	GCF_034376045.1_protein.faa_WP_068217409.1
GCF_034376045.1_protein.faa_WP_068217454.1	-	852	kpsD_final_mafft	-	594	2.9e-150	499.3	8.6	1	2	9.5e-103	9.2e-100	332.6	3.8	54	416	10	454	1	458	0.8	-	GCF_034376045.1_protein.faa_WP_068217454.1
GCF_034376045.1_protein.faa_WP_068216983.1	-	888	kpsD_final_mafft	-	594	2.6e-128	426.8	14.3	1	5	8e-80	7.8e-77	256.9	1.4	53	335	9	365	1	375	0.78	-	GCF_034376045.1_protein.faa_WP_068216983.1
GCF_024759485.1_protein.faa_WP_005856843.1	-	792	kpsD_final_mafft	-	594	6.2e-172	571.1	10.3	1	4	1e-122	6.3e-120	399.3	1	52	416	8	434	1	439	0.86	-	GCF_024759485.1_protein.faa_WP_005856843.1
GCF_024759485.1_protein.faa_WP_005855116.1	-	272	kpsD_final_mafft	-	594	2.1e-19	67.4	1.2	1	2	0.047	29	0.8	0	126	548	45	63	27	82	0.65	-	GCF_024759485.1_protein.faa_WP_005855116.1
GCF_024759485.1_protein.faa_WP_008780891.1	-	265	kpsD_final_mafft	-	594	5e-18	62.8	1.2	1	1	1.1e-20	6.8e-18	62.4	1.2	152	289	93	232	87	259	0.82	-	GCF_024759485.1_protein.faa_WP_008780891.1
GCF_024759485.1_protein.faa_WP_008779655.1	-	265	kpsD_final_mafft	-	594	5.6e-17	59.4	0.7	1	1	1.1e-19	7.1e-17	59	0.7	152	288	93	231	88	259	0.82	-	GCF_024759485.1_protein.faa_WP_008779655.1
GCF_024759485.1_protein.faa_WP_008780411.1	-	267	kpsD_final_mafft	-	594	8.7e-16	55.4	3.7	1	1	2.6e-18	1.6e-15	54.5	3.4	153	288	94	229	88	257	0.84	-	GCF_024759485.1_protein.faa_WP_008780411.1
GCF_024759485.1_protein.faa_WP_005634567.1	-	264	kpsD_final_mafft	-	594	1.2e-15	54.9	1	1	2	1.3	800	-3.9	0	130	143	42	55	27	64	0.58	-	GCF_024759485.1_protein.faa_WP_005634567.1
GCF_027945015.1_protein.faa_WP_001298258.1	-	558	kpsD_final_mafft	-	594	3.6e-186	618.2	1.3	1	1	3.4e-189	4e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_027945015.1_protein.faa_WP_001298258.1
GCF_027945015.1_protein.faa_WP_000978098.1	-	379	kpsD_final_mafft	-	594	5e-34	115.7	2.9	1	1	1.1e-36	1.3e-33	114.3	2.9	122	363	72	346	1	353	0.84	-	GCF_027945015.1_protein.faa_WP_000978098.1
GCF_003055625.1_protein.faa_WP_108373226.1	-	257	kpsD_final_mafft	-	594	8.2e-21	71.4	3	1	1	7.5e-24	1.1e-20	71	3	152	292	90	230	84	236	0.87	-	GCF_003055625.1_protein.faa_WP_108373226.1
GCF_003055625.1_protein.faa_WP_108369251.1	-	264	kpsD_final_mafft	-	594	1.4e-17	60.8	0.1	1	1	1.6e-20	2.3e-17	60	0.1	154	289	93	232	85	244	0.87	-	GCF_003055625.1_protein.faa_WP_108369251.1
GCF_900187155.1_protein.faa_WP_014990871.1	-	385	kpsD_final_mafft	-	594	2.3e-37	125.7	3.2	1	1	2.9e-40	3.3e-37	125.2	3.2	122	341	72	307	12	330	0.86	-	GCF_900187155.1_protein.faa_WP_014990871.1
GCF_019797805.1_protein.faa_WP_244994813.1	-	915	kpsD_final_mafft	-	594	2.8e-151	502	2.8	1	2	1.4e-101	1.7e-98	327.7	1.5	49	426	1	490	1	578	0.72	-	GCF_019797805.1_protein.faa_WP_244994813.1
GCF_014788985.1_protein.faa_WP_191186097.1	-	434	kpsD_final_mafft	-	594	6.3e-127	422.6	0.1	1	1	4.7e-130	7.4e-127	422.3	0.1	62	447	14	417	1	432	0.85	-	GCF_014788985.1_protein.faa_WP_191186097.1
GCF_014788985.1_protein.faa_WP_019104153.1	-	268	kpsD_final_mafft	-	594	1.5e-17	61.4	0	1	1	1.2e-20	1.9e-17	61	0	127	287	48	217	36	227	0.86	-	GCF_014788985.1_protein.faa_WP_019104153.1
GCF_025643275.1_protein.faa_WP_263077218.1	-	568	kpsD_final_mafft	-	594	2.1e-171	568.1	20.4	1	1	2.4e-174	2.3e-171	568	20.4	49	577	1	566	1	568	0.85	-	GCF_025643275.1_protein.faa_WP_263077218.1
GCF_008693845.1_protein.faa_WP_046333851.1	-	387	kpsD_final_mafft	-	594	9.1e-38	126.9	0.4	1	1	1.5e-40	1.5e-37	126.2	0.4	126	337	78	305	47	336	0.89	-	GCF_008693845.1_protein.faa_WP_046333851.1
GCF_013201605.1_protein.faa_WP_066007285.1	-	552	kpsD_final_mafft	-	594	2.2e-174	577.7	16.8	1	1	1.6e-177	2.5e-174	577.5	16.8	49	579	1	552	1	552	0.89	-	GCF_013201605.1_protein.faa_WP_066007285.1
GCF_000770115.1_protein.faa_WP_069686775.1	-	890	kpsD_final_mafft	-	594	2.3e-149	496.7	14.4	1	2	7.4e-103	9.5e-100	332.9	9.9	57	443	12	495	1	556	0.75	-	GCF_000770115.1_protein.faa_WP_069686775.1
GCF_000770115.1_protein.faa_WP_009697760.1	-	699	kpsD_final_mafft	-	594	6.6e-97	323.5	8	1	6	1.9e-37	2.4e-34	116.9	1.2	129	286	24	181	16	195	0.92	-	GCF_000770115.1_protein.faa_WP_009697760.1
GCF_000770115.1_protein.faa_WP_009698012.1	-	373	kpsD_final_mafft	-	594	4.9e-42	142.3	0.9	1	1	5.1e-45	6.5e-42	141.9	0.9	121	365	70	341	30	351	0.88	-	GCF_000770115.1_protein.faa_WP_009698012.1
GCF_000770115.1_protein.faa_WP_005453398.1	-	177	kpsD_final_mafft	-	594	6.4e-21	72.6	0.6	1	1	8.4e-24	1.1e-20	71.8	0.6	120	265	18	164	12	174	0.89	-	GCF_000770115.1_protein.faa_WP_005453398.1
GCF_032260685.1_protein.faa_WP_010906973.1	-	387	kpsD_final_mafft	-	594	1.1e-37	126.8	0.4	1	1	1.6e-40	1.8e-37	126.1	0.4	126	337	78	305	57	336	0.88	-	GCF_032260685.1_protein.faa_WP_010906973.1
GCF_004006515.1_protein.faa_WP_005481418.1	-	889	kpsD_final_mafft	-	594	6.9e-150	498.3	11.4	1	2	2.3e-103	2.6e-100	334.6	6.9	55	443	10	494	1	554	0.75	-	GCF_004006515.1_protein.faa_WP_005481418.1
GCF_004006515.1_protein.faa_WP_053314831.1	-	688	kpsD_final_mafft	-	594	1.4e-94	315.7	10.7	1	5	5.3e-35	5.9e-32	108.8	3.3	129	286	13	170	8	183	0.92	-	GCF_004006515.1_protein.faa_WP_053314831.1
GCF_004006515.1_protein.faa_WP_005458384.1	-	373	kpsD_final_mafft	-	594	9e-41	138	0.4	1	1	1.2e-43	1.3e-40	137.4	0.4	127	365	77	341	61	351	0.87	-	GCF_004006515.1_protein.faa_WP_005458384.1
GCF_004006515.1_protein.faa_WP_005463089.1	-	177	kpsD_final_mafft	-	594	6.5e-20	69.1	0.8	1	1	2.1e-22	2.4e-19	67.2	0.7	115	258	15	157	11	171	0.88	-	GCF_004006515.1_protein.faa_WP_005463089.1
GCF_013085905.2_protein.faa_WP_001298258.1	-	558	kpsD_final_mafft	-	594	3.8e-186	618.2	1.3	1	1	3.4e-189	4.2e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_013085905.2_protein.faa_WP_001298258.1
GCF_013085905.2_protein.faa_WP_000978098.1	-	379	kpsD_final_mafft	-	594	5.3e-34	115.7	2.9	1	1	1.1e-36	1.4e-33	114.3	2.9	122	363	72	346	1	353	0.84	-	GCF_013085905.2_protein.faa_WP_000978098.1
GCF_016889865.1_protein.faa_WP_001331697.1	-	558	kpsD_final_mafft	-	594	3.3e-186	618.2	1.3	1	1	3.4e-189	3.7e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_016889865.1_protein.faa_WP_001331697.1
GCF_016889865.1_protein.faa_WP_000978094.1	-	379	kpsD_final_mafft	-	594	4.3e-34	115.9	2.8	1	1	1e-36	1.1e-33	114.5	2.8	122	363	72	346	1	354	0.85	-	GCF_016889865.1_protein.faa_WP_000978094.1
GCF_026315085.1_protein.faa_WP_010906973.1	-	387	kpsD_final_mafft	-	594	1.1e-37	126.8	0.4	1	1	1.6e-40	1.8e-37	126.1	0.4	126	337	78	305	57	336	0.88	-	GCF_026315085.1_protein.faa_WP_010906973.1
GCF_021398975.1_protein.faa_WP_001331697.1	-	558	kpsD_final_mafft	-	594	3.4e-186	618.2	1.3	1	1	2.6e-189	3.8e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_021398975.1_protein.faa_WP_001331697.1
GCF_021398975.1_protein.faa_WP_000978094.1	-	379	kpsD_final_mafft	-	594	4.4e-34	115.9	2.8	1	1	7.8e-37	1.1e-33	114.5	2.8	122	363	72	346	1	354	0.85	-	GCF_021398975.1_protein.faa_WP_000978094.1
GCF_021498045.1_protein.faa_WP_001295357.1	-	379	kpsD_final_mafft	-	594	3.3e-39	132.9	1.4	1	1	3.5e-42	4.3e-39	132.5	1.4	114	365	68	346	1	356	0.8	-	GCF_021498045.1_protein.faa_WP_001295357.1
GCF_021498045.1_protein.faa_WP_000978094.1	-	379	kpsD_final_mafft	-	594	4.8e-34	115.9	2.8	1	1	1e-36	1.3e-33	114.5	2.8	122	363	72	346	1	354	0.85	-	GCF_021498045.1_protein.faa_WP_000978094.1
GCF_022343945.1_protein.faa_WP_239053001.1	-	846	kpsD_final_mafft	-	594	7.0000000000000006e-141	468.5	9.5	1	2	1e-92	4.3e-89	297.5	5.7	83	442	12	445	1	519	0.73	-	GCF_022343945.1_protein.faa_WP_239053001.1
GCF_020042525.1_protein.faa_WP_223375605.1	-	543	kpsD_final_mafft	-	594	4.7e-177	586.6	14.3	1	1	3.1e-180	5.3e-177	586.5	14.3	49	579	1	543	1	543	0.89	-	GCF_020042525.1_protein.faa_WP_223375605.1
GCF_003860385.1_protein.faa_WP_124783188.1	-	379	kpsD_final_mafft	-	594	5.9e-39	131.9	1.4	1	1	5.3e-42	7.6e-39	131.5	1.4	114	365	68	346	1	356	0.8	-	GCF_003860385.1_protein.faa_WP_124783188.1
GCF_019754215.1_protein.faa_WP_002781121.1	-	552	kpsD_final_mafft	-	594	3.9e-180	596.7	15	1	1	2.7e-183	4.3e-180	596.6	15	49	579	1	552	1	552	0.9	-	GCF_019754215.1_protein.faa_WP_002781121.1
GCF_000835365.1_protein.faa_WP_002851485.1	-	552	kpsD_final_mafft	-	594	6.3e-179	592.9	15.7	1	1	3.8e-182	7e-179	592.8	15.7	49	579	1	552	1	552	0.89	-	GCF_000835365.1_protein.faa_WP_002851485.1
GCF_013389555.1_protein.faa_WP_002869183.1	-	552	kpsD_final_mafft	-	594	3.8e-180	596.8	14.9	1	1	2.6e-183	4.2e-180	596.6	14.9	49	579	1	552	1	552	0.9	-	GCF_013389555.1_protein.faa_WP_002869183.1
GCF_017356965.1_protein.faa_WP_002856463.1	-	552	kpsD_final_mafft	-	594	2.8e-179	593.9	15.5	1	1	2e-182	3.1e-179	593.7	15.5	49	579	1	552	1	552	0.89	-	GCF_017356965.1_protein.faa_WP_002856463.1
GCF_000401175.1_protein.faa_WP_231378623.1	-	893	kpsD_final_mafft	-	594	3e-149	495.4	7	1	2	3.1e-99	4e-96	320	5.7	64	449	5	479	1	558	0.74	-	GCF_000401175.1_protein.faa_WP_231378623.1
GCF_001280325.1_protein.faa_WP_001331697.1	-	558	kpsD_final_mafft	-	594	3.7e-186	618.2	1.3	1	1	2.6e-189	4.1e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_001280325.1_protein.faa_WP_001331697.1
GCF_001280325.1_protein.faa_WP_000978094.1	-	379	kpsD_final_mafft	-	594	4.7e-34	115.9	2.8	1	1	7.8e-37	1.2e-33	114.5	2.8	122	363	72	346	1	354	0.85	-	GCF_001280325.1_protein.faa_WP_000978094.1
GCF_000759575.2_protein.faa_WP_032583959.1	-	552	kpsD_final_mafft	-	594	1.4e-179	594.9	14.7	1	1	9.6e-183	1.6e-179	594.8	14.7	49	579	1	552	1	552	0.89	-	GCF_000759575.2_protein.faa_WP_032583959.1
GCF_020042445.1_protein.faa_WP_223375605.1	-	543	kpsD_final_mafft	-	594	4.7e-177	586.6	14.3	1	1	3.1e-180	5.3e-177	586.5	14.3	49	579	1	543	1	543	0.89	-	GCF_020042445.1_protein.faa_WP_223375605.1
GCF_003697165.2_protein.faa_WP_001331697.1	-	558	kpsD_final_mafft	-	594	3.5e-186	618.2	1.3	1	1	2.6e-189	3.9e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_003697165.2_protein.faa_WP_001331697.1
GCF_003697165.2_protein.faa_WP_000978094.1	-	379	kpsD_final_mafft	-	594	4.5e-34	115.9	2.8	1	1	7.8e-37	1.2e-33	114.5	2.8	122	363	72	346	1	354	0.85	-	GCF_003697165.2_protein.faa_WP_000978094.1
GCF_000226275.2_protein.faa_WP_000872579.1	-	366	kpsD_final_mafft	-	594	1.6e-28	97.2	2.3	1	1	9.4e-32	3.5e-28	96.1	2.3	129	366	76	342	2	350	0.84	-	GCF_000226275.2_protein.faa_WP_000872579.1
GCF_000348565.1_protein.faa_WP_015461606.1	-	183	kpsD_final_mafft	-	594	8.9e-24	81.4	0	1	1	5.1e-27	1.7e-23	80.5	0	129	285	32	179	20	181	0.91	-	GCF_000348565.1_protein.faa_WP_015461606.1
GCF_013466015.1_protein.faa_WP_002855298.1	-	552	kpsD_final_mafft	-	594	1.7e-180	597.9	15.8	1	1	1.2e-183	1.9e-180	597.8	15.8	49	579	1	552	1	552	0.89	-	GCF_013466015.1_protein.faa_WP_002855298.1
GCF_002407125.1_protein.faa_WP_002781121.1	-	552	kpsD_final_mafft	-	594	4.2e-180	596.7	15	1	1	2.7e-183	4.7e-180	596.6	15	49	579	1	552	1	552	0.9	-	GCF_002407125.1_protein.faa_WP_002781121.1
GCF_002407505.1_protein.faa_WP_096792411.1	-	891	kpsD_final_mafft	-	594	2.6e-157	522.7	11.2	1	2	2e-105	2.7e-102	341	6	54	480	7	514	1	517	0.73	-	GCF_002407505.1_protein.faa_WP_096792411.1
GCF_002407505.1_protein.faa_WP_096793278.1	-	693	kpsD_final_mafft	-	594	3.1e-85	284.6	4.2	1	6	9.4e-27	1.3e-23	81.2	1	129	285	22	178	3	191	0.9	-	GCF_002407505.1_protein.faa_WP_096793278.1
GCF_002407505.1_protein.faa_WP_096792430.1	-	370	kpsD_final_mafft	-	594	2.9e-37	126.3	2.1	1	1	2.8e-40	3.8e-37	125.8	2.1	110	367	65	347	1	353	0.78	-	GCF_002407505.1_protein.faa_WP_096792430.1
GCF_029773875.1_protein.faa_WP_279453500.1	-	385	kpsD_final_mafft	-	594	3.2e-37	125.1	2.2	1	1	4.6e-40	4.6e-37	124.6	2.2	122	339	72	306	12	329	0.86	-	GCF_029773875.1_protein.faa_WP_279453500.1
GCF_030122645.1_protein.faa_WP_010906973.1	-	387	kpsD_final_mafft	-	594	1e-37	126.8	0.4	1	1	1.6e-40	1.7e-37	126.1	0.4	126	337	78	305	57	336	0.88	-	GCF_030122645.1_protein.faa_WP_010906973.1
GCF_035666055.1_protein.faa_WP_014325759.1	-	387	kpsD_final_mafft	-	594	7.6e-38	127.2	0.3	1	1	1.2e-40	1.2e-37	126.5	0.3	126	337	78	305	55	338	0.88	-	GCF_035666055.1_protein.faa_WP_014325759.1
GCF_033096785.1_protein.faa_WP_002912499.1	-	552	kpsD_final_mafft	-	594	1.8e-180	597.8	14.8	1	1	1.3e-183	2.1e-180	597.6	14.8	49	579	1	552	1	552	0.9	-	GCF_033096785.1_protein.faa_WP_002912499.1
GCF_029774095.1_protein.faa_WP_278225186.1	-	385	kpsD_final_mafft	-	594	4e-37	124.8	2.1	1	1	2.8e-40	5.9e-37	124.3	2.1	122	337	72	304	9	324	0.87	-	GCF_029774095.1_protein.faa_WP_278225186.1
GCF_020827655.1_protein.faa_WP_001298258.1	-	558	kpsD_final_mafft	-	594	3.8e-186	618.2	1.3	1	1	2.6e-189	4.3e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_020827655.1_protein.faa_WP_001298258.1
GCF_020827655.1_protein.faa_WP_000978094.1	-	379	kpsD_final_mafft	-	594	4.9e-34	115.9	2.8	1	1	7.8e-37	1.3e-33	114.5	2.8	122	363	72	346	1	354	0.85	-	GCF_020827655.1_protein.faa_WP_000978094.1
GCF_030515435.1_protein.faa_WP_001331697.1	-	558	kpsD_final_mafft	-	594	3.5e-186	618.2	1.3	1	1	3.4e-189	3.9e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_030515435.1_protein.faa_WP_001331697.1
GCF_030515435.1_protein.faa_WP_000978107.1	-	379	kpsD_final_mafft	-	594	4.2e-34	116	2.7	1	1	9.3e-37	1e-33	114.6	2.7	122	363	72	346	1	354	0.84	-	GCF_030515435.1_protein.faa_WP_000978107.1
GCF_023587305.1_protein.faa_WP_046333851.1	-	387	kpsD_final_mafft	-	594	9.2e-38	126.9	0.4	1	1	1.5e-40	1.5e-37	126.2	0.4	126	337	78	305	47	336	0.89	-	GCF_023587305.1_protein.faa_WP_046333851.1
GCF_900638365.1_protein.faa_WP_002851485.1	-	552	kpsD_final_mafft	-	594	5.4e-179	592.9	15.7	1	1	3.8e-182	6e-179	592.8	15.7	49	579	1	552	1	552	0.89	-	GCF_900638365.1_protein.faa_WP_002851485.1
GCF_026315165.1_protein.faa_WP_010906973.1	-	387	kpsD_final_mafft	-	594	1.1e-37	126.8	0.4	1	1	1.6e-40	1.8e-37	126.1	0.4	126	337	78	305	57	336	0.88	-	GCF_026315165.1_protein.faa_WP_010906973.1
GCF_000234745.1_protein.faa_WP_014325759.1	-	387	kpsD_final_mafft	-	594	7.8e-38	127.2	0.3	1	1	1.2e-40	1.2e-37	126.5	0.3	126	337	78	305	55	338	0.88	-	GCF_000234745.1_protein.faa_WP_014325759.1
GCF_003368245.1_protein.faa_WP_002922210.1	-	552	kpsD_final_mafft	-	594	5.3e-181	599.6	15	1	1	3.7e-184	5.9e-181	599.4	15	49	579	1	552	1	552	0.9	-	GCF_003368245.1_protein.faa_WP_002922210.1
GCF_008386335.1_protein.faa_WP_032583959.1	-	552	kpsD_final_mafft	-	594	1.4e-179	594.9	14.7	1	1	9.6e-183	1.6e-179	594.8	14.7	49	579	1	552	1	552	0.89	-	GCF_008386335.1_protein.faa_WP_032583959.1
GCF_026968085.1_protein.faa_WP_001298258.1	-	558	kpsD_final_mafft	-	594	3.6e-186	618.2	1.3	1	1	2.6e-189	4e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_026968085.1_protein.faa_WP_001298258.1
GCF_026968085.1_protein.faa_WP_000978080.1	-	379	kpsD_final_mafft	-	594	5.3e-34	115.7	2.8	1	1	9.1e-37	1.4e-33	114.3	2.8	122	363	72	346	2	354	0.87	-	GCF_026968085.1_protein.faa_WP_000978080.1
GCF_008632595.1_protein.faa_WP_001331697.1	-	558	kpsD_final_mafft	-	594	3.9e-186	618.2	1.3	1	1	2.6e-189	4.3e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_008632595.1_protein.faa_WP_001331697.1
GCF_008632595.1_protein.faa_WP_000978094.1	-	379	kpsD_final_mafft	-	594	5e-34	115.9	2.8	1	1	7.8e-37	1.3e-33	114.5	2.8	122	363	72	346	1	354	0.85	-	GCF_008632595.1_protein.faa_WP_000978094.1
GCF_000816265.1_protein.faa_WP_039662779.1	-	547	kpsD_final_mafft	-	594	4.4e-172	570.2	19.9	1	1	2.9e-175	4.9e-172	570.1	19.9	49	579	1	547	1	547	0.89	-	GCF_000816265.1_protein.faa_WP_039662779.1
GCF_002220985.3_protein.faa_WP_025623525.1	-	583	kpsD_final_mafft	-	594	1.1e-184	613.2	2.8	1	1	1.1e-187	1.2e-184	613.1	2.8	58	578	14	583	1	583	0.86	-	GCF_002220985.3_protein.faa_WP_025623525.1
GCF_002220985.3_protein.faa_WP_049877691.1	-	688	kpsD_final_mafft	-	594	1.5e-94	315.6	11	1	5	4.9e-35	5.6e-32	109	3.3	129	287	13	171	8	189	0.92	-	GCF_002220985.3_protein.faa_WP_049877691.1
GCF_002220985.3_protein.faa_WP_021450526.1	-	372	kpsD_final_mafft	-	594	4.7e-42	142.2	0.5	1	1	5.3e-45	6.1e-42	141.9	0.5	125	364	74	339	10	350	0.87	-	GCF_002220985.3_protein.faa_WP_021450526.1
GCF_002220985.3_protein.faa_WP_021450107.1	-	177	kpsD_final_mafft	-	594	1e-19	68.5	0.5	1	1	2.6e-22	3e-19	67	0.5	115	253	15	150	11	173	0.87	-	GCF_002220985.3_protein.faa_WP_021450107.1
GCF_002895205.1_protein.faa_WP_044714349.1	-	379	kpsD_final_mafft	-	594	4.2e-39	132.4	1.4	1	1	3.8e-42	5.3e-39	132	1.4	114	365	68	346	1	358	0.8	-	GCF_002895205.1_protein.faa_WP_044714349.1
GCF_027944775.1_protein.faa_WP_001298258.1	-	558	kpsD_final_mafft	-	594	3.8e-186	618.2	1.3	1	1	3.4e-189	4.3e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_027944775.1_protein.faa_WP_001298258.1
GCF_027944775.1_protein.faa_WP_000978098.1	-	379	kpsD_final_mafft	-	594	5.4e-34	115.7	2.9	1	1	1.1e-36	1.4e-33	114.3	2.9	122	363	72	346	1	353	0.84	-	GCF_027944775.1_protein.faa_WP_000978098.1
GCF_000835305.1_protein.faa_WP_002851485.1	-	552	kpsD_final_mafft	-	594	5.6e-179	592.9	15.7	1	1	3.8e-182	6.2e-179	592.8	15.7	49	579	1	552	1	552	0.89	-	GCF_000835305.1_protein.faa_WP_002851485.1
GCF_016458865.1_protein.faa_WP_002868240.1	-	552	kpsD_final_mafft	-	594	1.3e-179	595	15.3	1	1	8.8e-183	1.4e-179	594.9	15.3	49	579	1	552	1	552	0.9	-	GCF_016458865.1_protein.faa_WP_002868240.1
GCF_007289895.1_protein.faa_WP_143870077.1	-	1028	kpsD_final_mafft	-	594	1.9e-167	556.1	10.9	1	3	2e-106	1.9e-103	344.7	1.8	49	413	1	436	1	444	0.81	-	GCF_007289895.1_protein.faa_WP_143870077.1
GCF_007289895.1_protein.faa_WP_143870558.1	-	534	kpsD_final_mafft	-	594	1.7e-160	533.1	11.8	1	1	2e-163	1.9e-160	532.9	11.8	49	578	1	533	1	534	0.91	-	GCF_007289895.1_protein.faa_WP_143870558.1
GCF_007289895.1_protein.faa_WP_425456704.1	-	194	kpsD_final_mafft	-	594	2.5e-23	80.2	1.6	1	1	3.4e-26	3.3e-23	79.8	1.6	122	286	19	191	10	192	0.87	-	GCF_007289895.1_protein.faa_WP_425456704.1
GCF_007289895.1_protein.faa_WP_143870609.1	-	172	kpsD_final_mafft	-	594	1.8e-21	74	0.6	1	1	5.5e-24	5.3e-21	72.5	0.6	130	246	22	138	14	170	0.9	-	GCF_007289895.1_protein.faa_WP_143870609.1
GCF_023587205.1_protein.faa_WP_250262887.1	-	387	kpsD_final_mafft	-	594	2.4e-37	125.5	1.3	1	1	5e-40	5e-37	124.4	1.2	127	335	79	303	67	333	0.88	-	GCF_023587205.1_protein.faa_WP_250262887.1
GCF_025946585.1_protein.faa_WP_001301060.1	-	558	kpsD_final_mafft	-	594	1.2e-185	616.6	1.4	1	1	7.6e-189	1.3e-185	616.5	1.4	58	578	8	557	1	558	0.87	-	GCF_025946585.1_protein.faa_WP_001301060.1
GCF_025946585.1_protein.faa_WP_000978094.1	-	379	kpsD_final_mafft	-	594	5e-34	115.9	2.8	1	1	7.8e-37	1.3e-33	114.5	2.8	122	363	72	346	1	354	0.85	-	GCF_025946585.1_protein.faa_WP_000978094.1
GCF_001951295.1_protein.faa_WP_002851485.1	-	552	kpsD_final_mafft	-	594	5.5e-179	592.9	15.7	1	1	3.8e-182	6.1e-179	592.8	15.7	49	579	1	552	1	552	0.89	-	GCF_001951295.1_protein.faa_WP_002851485.1
GCF_035221255.1_protein.faa_WP_250190896.1	-	387	kpsD_final_mafft	-	594	2.5e-37	125.5	1.3	1	1	4.8e-40	4.9e-37	124.5	1.4	126	335	78	303	65	335	0.88	-	GCF_035221255.1_protein.faa_WP_250190896.1
GCF_002859305.1_protein.faa_WP_014325759.1	-	387	kpsD_final_mafft	-	594	7.8e-38	127.2	0.3	1	1	1.2e-40	1.3e-37	126.5	0.3	126	337	78	305	55	338	0.88	-	GCF_002859305.1_protein.faa_WP_014325759.1
