GCF_900638365.1_protein.faa_WP_002858290.1	-	294	CST-I	PF06002.18	295	1.1e-167	553.4	28.7	1	1	7.7e-171	1.2e-167	553.3	28.7	1	295	5	288	5	288	1.00	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_900638485.1_protein.faa_WP_104724104.1	-	274	CST-I	PF06002.18	295	3.1e-68	226.7	1.2	1	1	2.9e-71	3.8e-68	226.4	1.2	3	249	18	267	16	272	0.93	alpha-2,3-sialyltransferase	[Helicobacter	cholecystus]
GCF_900638665.1_protein.faa_WP_005751869.1	-	303	CST-I	PF06002.18	295	3.8e-175	578.3	12.6	1	1	2e-178	4.3e-175	578.1	12.6	1	295	11	303	11	303	1.00	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_900638675.1_protein.faa_WP_126419293.1	-	296	CST-I	PF06002.18	295	4.6e-105	347.7	23.2	1	1	3.5e-108	5.2e-105	347.6	23.2	3	295	4	295	2	295	0.96	alpha-2,3-sialyltransferase	[Campylobacter	insulaenigrae]
GCF_901472485.1_protein.faa_WP_138171602.1	-	313	CST-I	PF06002.18	295	2.5e-107	355.4	15.9	1	1	1.7e-110	3e-107	355.1	15.9	1	295	22	307	22	307	0.95	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_902381705.1_protein.faa_WP_015453527.1	-	295	CST-I	PF06002.18	295	0.00094	15.8	0.6	1	1	1.9e-06	0.0045	13.6	0.6	2	174	43	228	42	288	0.63	6-hydroxymethylpterin	diphosphokinase	MptE-like	protein	[Helicobacter	cinaedi]
GCF_902387975.1_protein.faa_WP_043085355.1	-	239	CST-I	PF06002.18	295	0.0018	16.0	0.0	1	1	5.3e-07	0.0026	15.4	0.0	170	271	62	163	47	170	0.86	DeoR/GlpR	family	DNA-binding	transcription	regulator	[Pluralibacter	gergoviae]
GCF_912579705.1_protein.faa_WP_002935331.1	-	291	CST-I	PF06002.18	295	4.9e-109	361.0	26.5	1	1	3.2e-112	5.5e-109	360.8	26.5	2	295	3	291	2	291	0.98	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_916098255.1_protein.faa_WP_224188720.1	-	279	CST-I	PF06002.18	295	1.3e-66	221.7	13.3	1	1	9.3e-70	1.5e-66	221.4	13.3	37	294	28	276	13	277	0.91	alpha-2,3-sialyltransferase	[Campylobacter	upsaliensis]
GCF_916098265.1_protein.faa_WP_263436144.1	-	230	CST-I	PF06002.18	295	1.8e-72	241.0	7.3	1	1	2.5e-75	2.2e-72	240.7	7.3	2	223	5	217	4	223	0.95	alpha-2,3-sialyltransferase	[Campylobacter	upsaliensis]
GCF_916098265.1_protein.faa_WP_004277348.1	-	51	CST-I	PF06002.18	295	3e-10	36.7	1.7	1	1	3.7e-13	3.2e-10	36.6	1.7	249	294	2	48	1	49	0.84	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_919946725.1_protein.faa_WP_105891362.1	-	314	CST-I	PF06002.18	295	4.1e-108	357.9	14.1	1	1	5.8e-111	4.8e-108	357.7	14.1	2	295	21	308	20	308	0.96	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_919946725.1_protein.faa_WP_042599467.1	-	324	CST-I	PF06002.18	295	2.5e-107	355.3	16.0	1	1	3.7e-110	3e-107	355.1	16.0	1	294	31	320	31	321	0.94	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_919949215.1_protein.faa_WP_005655745.1	-	330	CST-I	PF06002.18	295	5.9e-109	360.8	13.4	1	1	4e-112	7.1e-109	360.5	13.4	1	295	36	324	36	324	0.96	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_949281945.1_protein.faa_WP_002858290.1	-	294	CST-I	PF06002.18	295	1.1e-167	553.4	28.7	1	1	7.7e-171	1.3e-167	553.3	28.7	1	295	5	288	5	288	1.00	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_949282005.1_protein.faa_WP_002858290.1	-	294	CST-I	PF06002.18	295	1.2e-167	553.4	28.7	1	1	7.7e-171	1.4e-167	553.3	28.7	1	295	5	288	5	288	1.00	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_949282015.1_protein.faa_WP_002858290.1	-	294	CST-I	PF06002.18	295	1.2e-167	553.4	28.7	1	1	7.7e-171	1.3e-167	553.3	28.7	1	295	5	288	5	288	1.00	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_949282045.1_protein.faa_WP_002858290.1	-	294	CST-I	PF06002.18	295	1.2e-167	553.4	28.7	1	1	7.7e-171	1.3e-167	553.3	28.7	1	295	5	288	5	288	1.00	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_949282055.1_protein.faa_WP_002858290.1	-	294	CST-I	PF06002.18	295	1.2e-167	553.4	28.7	1	1	7.7e-171	1.4e-167	553.3	28.7	1	295	5	288	5	288	1.00	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_949282065.1_protein.faa_WP_002858290.1	-	294	CST-I	PF06002.18	295	1.2e-167	553.4	28.7	1	1	7.7e-171	1.4e-167	553.3	28.7	1	295	5	288	5	288	1.00	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_963666525.1_protein.faa_WP_319486582.1	-	352	CST-I	PF06002.18	295	3e-29	100.4	1.2	1	1	1.1e-32	4.8e-29	99.7	1.2	3	266	27	279	25	311	0.83	alpha-2,3-sialyltransferase	[uncultured	Cohaesibacter	sp.]
